[13:43:02]  [System] A corrupted file has been entered. Requesting new one... 
[15:58:45]  [TCP] File data received: 1167360
[15:58:45]  [TCP] File data received: 1169408
[15:58:45]  [TCP] File data received: 1171456
[15:58:45]  [TCP] File data received: 1173504
[15:58:45]  [TCP] File data received: 1175552
[15:58:45]  [TCP] File data received: 1177600
[15:58:45]  [TCP] File data received: 1179648
[15:58:45]  [TCP] File data received: 1181696
[15:58:45]  [TCP] File data received: 1183744
[15:58:45]  [TCP] File data received: 1185792
[15:58:45]  [TCP] File data received: 1187840
[15:58:45]  [TCP] File data received: 1189888
[15:58:45]  [TCP] File data received: 1191936
[15:58:45]  [TCP] File data received: 1193984
[15:58:45]  [TCP] File data received: 1196032
[15:58:45]  [TCP] File data received: 1198080
[15:58:45]  [TCP] File data received: 1200128
[15:58:45]  [TCP] File data received: 1202176
[15:58:45]  [TCP] File data received: 1204224
[15:58:45]  [TCP] File data received: 1206272
[15:58:45]  [TCP] File data received: 1208320
[15:58:45]  [TCP] File data received: 1210368
[15:58:45]  [TCP] File data received: 1212416
[15:58:45]  [TCP] File data received: 1214464
[15:58:45]  [TCP] File data received: 1216512
[15:58:45]  [TCP] File data received: 1218560
[15:58:45]  [TCP] File data received: 1220608
[15:58:45]  [TCP] File data received: 1222656
[15:58:45]  [TCP] File data received: 1224704
[15:58:45]  [TCP] File data received: 1226752
[15:58:45]  [TCP] File data received: 1228800
[15:58:45]  [TCP] File data received: 1230848
[15:58:45]  [TCP] File data received: 1232896
[15:58:45]  [TCP] File data received: 1234944
[15:58:45]  [TCP] File data received: 1236992
[15:58:45]  [TCP] File data received: 1239040
[15:58:45]  [TCP] File data received: 1241088
[15:58:45]  [TCP] File data received: 1243136
[15:58:45]  [TCP] File data received: 1245184
[15:58:45]  [TCP] File data received: 1247232
[15:58:45]  [TCP] File data received: 1249280
[15:58:45]  [TCP] File data received: 1251328
[15:58:45]  [TCP] File data received: 1253376
[15:58:45]  [UDP] Broadcasted chunks.
[15:58:45]  [TCP] File data received: 1255424
[15:58:45]  [TCP] File data received: 1257472
[15:58:45]  [TCP] File data received: 1259520
[15:58:45]  [TCP] File data received: 1261568
[15:58:45]  [TCP] File data received: 1263616
[15:58:45]  [TCP] File data received: 1265664
[15:58:45]  [TCP] File data received: 1267712
[15:58:45]  [TCP] File data received: 1269760
[15:58:45]  [TCP] File data received: 1271808
[15:58:45]  [TCP] File data received: 1273856
[15:58:45]  [TCP] File data received: 1275904
[15:58:45]  [TCP] File data received: 1277952
[15:58:45]  [TCP] File data received: 1280000
[15:58:45]  [TCP] File data received: 1282048
[15:58:45]  [TCP] File data received: 1284096
[15:58:45]  [TCP] File data received: 1286144
[15:58:45]  [TCP] File data received: 1288192
[15:58:45]  [TCP] File data received: 1290240
[15:58:45]  [TCP] File data received: 1292288
[15:58:45]  [TCP] File data received: 1294336
[15:58:45]  [TCP] File data received: 1296384
[15:58:45]  [TCP] File data received: 1298432
[15:58:45]  [TCP] File data received: 1300480
[15:58:45]  [TCP] File data received: 1302528
[15:58:45]  [TCP] File data received: 1304576
[15:58:45]  [TCP] File data received: 1306624
[15:58:45]  [TCP] File data received: 1308672
[15:58:45]  [TCP] File data received: 1310720
[15:58:45]  [TCP] File data received: 1312768
[15:58:45]  [TCP] File data received: 1314816
[15:58:45]  [TCP] File data received: 1316864
[15:58:45]  [TCP] File data received: 1318912
[15:58:45]  [TCP] File data received: 1320960
[15:58:45]  [TCP] File data received: 1323008
[15:58:45]  [TCP] File data received: 1325056
[15:58:45]  [TCP] File data received: 1327104
[15:58:45]  [TCP] File data received: 1329152
[15:58:45]  [TCP] File data received: 1331200
[15:58:45]  [TCP] File data received: 1333248
[15:58:45]  [TCP] File data received: 1335296
[15:58:45]  [TCP] File data received: 1337344
[15:58:45]  [TCP] File data received: 1339392
[15:58:45]  [TCP] File data received: 1341440
[15:58:45]  [TCP] File data received: 1343488
[15:58:45]  [TCP] File data received: 1345536
[15:58:45]  [TCP] File data received: 1347584
[15:58:45]  [TCP] File data received: 1349632
[15:58:45]  [TCP] File data received: 1351680
[15:58:45]  [TCP] File data received: 1353728
[15:58:45]  [TCP] File data received: 1355776
[15:58:45]  [TCP] File data received: 1357824
[15:58:45]  [TCP] File data received: 1359872
[15:58:45]  [TCP] File data received: 1361920
[15:58:45]  [TCP] File data received: 1363968
[15:58:45]  [TCP] File data received: 1366016
[15:58:45]  [TCP] File data received: 1368064
[15:58:45]  [TCP] File data received: 1370112
[15:58:45]  [TCP] File data received: 1372160
[15:58:45]  [TCP] File data received: 1374208
[15:58:45]  [TCP] File data received: 1376256
[15:58:45]  [TCP] File data received: 1378304
[15:58:45]  [TCP] File data received: 1380352
[15:58:45]  [TCP] File data received: 1382400
[15:58:45]  [TCP] File data received: 1384448
[15:58:45]  [TCP] File data received: 1386496
[15:58:45]  [TCP] File data received: 1388544
[15:58:45]  [TCP] File data received: 1390592
[15:58:45]  [TCP] File data received: 1392640
[15:58:45]  [TCP] File data received: 1394688
[15:58:45]  [TCP] File data received: 1396736
[15:58:45]  [TCP] File data received: 1398784
[15:58:45]  [TCP] File data received: 1400832
[15:58:45]  [TCP] File data received: 1402880
[15:58:45]  [TCP] File data received: 1404928
[15:58:45]  [TCP] File data received: 1406976
[15:58:45]  [TCP] File data received: 1409024
[15:58:45]  [TCP] File data received: 1411072
[15:58:45]  [TCP] File data received: 1413120
[15:58:45]  [TCP] File data received: 1415168
[15:58:45]  [TCP] File data received: 1417216
[15:58:45]  [TCP] File data received: 1419264
[15:58:45]  [TCP] File data received: 1421312
[15:58:45]  [TCP] File data received: 1423360
[15:58:45]  [TCP] File data received: 1425408
[15:58:45]  [TCP] File data received: 1427456
[15:58:45]  [TCP] File data received: 1429504
[15:58:45]  [TCP] File data received: 1431552
[15:58:45]  [TCP] File data received: 1433600
[15:58:45]  [TCP] File data received: 1435648
[15:58:45]  [TCP] File data received: 1437696
[15:58:45]  [TCP] File data received: 1439744
[15:58:45]  [TCP] File data received: 1441792
[15:58:45]  [TCP] File data received: 1443840
[15:58:45]  [TCP] File data received: 1445888
[15:58:45]  [TCP] File data received: 1447936
[15:58:45]  [TCP] File data received: 1449984
[15:58:45]  [TCP] File data received: 1452032
[15:58:45]  [TCP] File data received: 1454080
[15:58:45]  [TCP] File data received: 1456128
[15:58:45]  [TCP] File data received: 1458176
[15:58:45]  [TCP] File data received: 1460224
[15:58:45]  [TCP] File data received: 1462272
[15:58:45]  [TCP] File data received: 1464320
[15:58:45]  [TCP] File data received: 1466368
[15:58:45]  [TCP] File data received: 1468416
[15:58:45]  [TCP] File data received: 1470464
[15:58:45]  [TCP] File data received: 1472512
[15:58:45]  [TCP] File data received: 1474560
[15:58:45]  [TCP] File data received: 1476608
[15:58:45]  [TCP] File data received: 1478656
[15:58:45]  [TCP] File data received: 1480704
[15:58:45]  [TCP] File data received: 1482752
[15:58:45]  [TCP] File data received: 1484800
[15:58:45]  [TCP] File data received: 1486848
[15:58:45]  [TCP] File data received: 1488896
[15:58:45]  [TCP] File data received: 1490944
[15:58:45]  [TCP] File data received: 1492992
[15:58:45]  [TCP] File data received: 1495040
[15:58:45]  [TCP] File data received: 1497088
[15:58:45]  [TCP] File data received: 1499136
[15:58:45]  [TCP] File data received: 1501184
[15:58:45]  [TCP] File data received: 1503232
[15:58:45]  [TCP] File data received: 1505280
[15:58:45]  [TCP] File data received: 1507328
[15:58:45]  [TCP] File data received: 1509376
[15:58:45]  [TCP] File data received: 1511424
[15:58:45]  [TCP] File data received: 1513472
[15:58:45]  [TCP] File data received: 1515520
[15:58:45]  [TCP] File data received: 1517568
[15:58:45]  [TCP] File data received: 1519616
[15:58:45]  [TCP] File data received: 1521664
[15:58:45]  [TCP] File data received: 1523712
[15:58:45]  [TCP] File data received: 1525760
[15:58:45]  [TCP] File data received: 1527808
[15:58:45]  [TCP] File data received: 1529856
[15:58:45]  [TCP] File data received: 1531904
[15:58:45]  [TCP] File data received: 1533952
[15:58:45]  [TCP] File data received: 1536000
[15:58:45]  [TCP] File data received: 1538048
[15:58:46]  [TCP] File data received: 1540096
[15:58:46]  [TCP] File data received: 1542144
[15:58:46]  [TCP] File data received: 1544192
[15:58:46]  [TCP] File data received: 1546240
[15:58:46]  [TCP] File data received: 1548288
[15:58:46]  [TCP] File data received: 1550336
[15:58:46]  [TCP] File data received: 1552384
[15:58:46]  [TCP] File data received: 1554432
[15:58:46]  [TCP] File data received: 1556480
[15:58:46]  [TCP] File data received: 1558528
[15:58:46]  [TCP] File data received: 1560576
[15:58:46]  [TCP] File data received: 1562624
[15:58:46]  [TCP] File data received: 1564672
[15:58:46]  [TCP] File data received: 1566720
[15:58:46]  [TCP] File data received: 1568768
[15:58:46]  [TCP] File data received: 1570816
[15:58:46]  [TCP] File data received: 1572864
[15:58:46]  [TCP] File data received: 1574912
[15:58:46]  [TCP] File data received: 1576960
[15:58:46]  [TCP] File data received: 1579008
[15:58:46]  [TCP] File data received: 1581056
[15:58:46]  [TCP] File data received: 1583104
[15:58:46]  [TCP] File data received: 1585152
[15:58:46]  [TCP] File data received: 1587200
[15:58:46]  [TCP] File data received: 1589248
[15:58:46]  [TCP] File data received: 1591296
[15:58:46]  [TCP] File data received: 1593344
[15:58:46]  [TCP] File data received: 1595392
[15:58:46]  [TCP] File data received: 1597440
[15:58:46]  [TCP] File data received: 1599488
[15:58:46]  [TCP] File data received: 1601536
[15:58:46]  [TCP] File data received: 1603584
[15:58:46]  [TCP] File data received: 1605632
[15:58:46]  [TCP] File data received: 1607680
[15:58:46]  [TCP] File data received: 1609728
[15:58:46]  [TCP] File data received: 1611776
[15:58:46]  [TCP] File data received: 1613824
[15:58:46]  [TCP] File data received: 1615872
[15:58:46]  [TCP] File data received: 1617920
[15:58:46]  [TCP] File data received: 1619968
[15:58:46]  [TCP] File data received: 1622016
[15:58:46]  [TCP] File data received: 1624064
[15:58:46]  [TCP] File data received: 1626112
[15:58:46]  [TCP] File data received: 1628160
[15:58:46]  [TCP] File data received: 1630208
[15:58:46]  [TCP] File data received: 1632256
[15:58:46]  [TCP] File data received: 1634304
[15:58:46]  [TCP] File data received: 1636352
[15:58:46]  [TCP] File data received: 1638400
[15:58:46]  [TCP] File data received: 1640448
[15:58:46]  [TCP] File data received: 1642496
[15:58:46]  [TCP] File data received: 1644544
[15:58:46]  [TCP] File data received: 1646592
[15:58:46]  [TCP] File data received: 1648640
[15:58:46]  [TCP] File data received: 1650688
[15:58:46]  [TCP] File data received: 1652736
[15:58:46]  [TCP] File data received: 1654784
[15:58:46]  [TCP] File data received: 1656832
[15:58:46]  [TCP] File data received: 1658880
[15:58:46]  [TCP] File data received: 1660928
[15:58:46]  [TCP] File data received: 1662976
[15:58:46]  [TCP] File data received: 1665024
[15:58:46]  [TCP] File data received: 1667072
[15:58:46]  [TCP] File data received: 1669120
[15:58:46]  [TCP] File data received: 1671168
[15:58:46]  [TCP] File data received: 1673216
[15:58:46]  [TCP] File data received: 1675264
[15:58:46]  [TCP] File data received: 1677312
[15:58:46]  [TCP] File data received: 1679360
[15:58:46]  [TCP] File data received: 1681408
[15:58:46]  [TCP] File data received: 1683456
[15:58:46]  [TCP] File data received: 1685504
[15:58:46]  [TCP] File data received: 1687552
[15:58:46]  [TCP] File data received: 1689600
[15:58:46]  [TCP] File data received: 1691648
[15:58:46]  [TCP] File data received: 1693696
[15:58:46]  [TCP] File data received: 1695744
[15:58:46]  [TCP] File data received: 1697792
[15:58:46]  [TCP] File data received: 1699840
[15:58:46]  [TCP] File data received: 1701888
[15:58:46]  [TCP] File data received: 1703936
[15:58:46]  [TCP] File data received: 1705984
[15:58:46]  [TCP] File data received: 1708032
[15:58:46]  [TCP] File data received: 1710080
[15:58:46]  [TCP] File data received: 1712128
[15:58:46]  [TCP] File data received: 1714176
[15:58:46]  [TCP] File data received: 1716224
[15:58:46]  [TCP] File data received: 1718272
[15:58:46]  [TCP] File data received: 1720320
[15:58:46]  [TCP] File data received: 1722368
[15:58:46]  [TCP] File data received: 1724416
[15:58:46]  [TCP] File data received: 1726464
[15:58:46]  [TCP] File data received: 1728512
[15:58:46]  [TCP] File data received: 1730560
[15:58:46]  [TCP] File data received: 1732608
[15:58:46]  [TCP] File data received: 1734656
[15:58:46]  [TCP] File data received: 1736704
[15:58:46]  [TCP] File data received: 1738752
[15:58:46]  [TCP] File data received: 1740800
[15:58:46]  [TCP] File data received: 1742848
[15:58:46]  [TCP] File data received: 1744896
[15:58:46]  [TCP] File data received: 1746944
[15:58:46]  [TCP] File data received: 1748992
[15:58:46]  [TCP] File data received: 1751040
[15:58:46]  [TCP] File data received: 1753088
[15:58:46]  [TCP] File data received: 1755136
[15:58:46]  [TCP] File data received: 1757184
[15:58:46]  [TCP] File data received: 1759232
[15:58:46]  [TCP] File data received: 1761280
[15:58:46]  [TCP] File data received: 1763328
[15:58:46]  [TCP] File data received: 1765376
[15:58:46]  [TCP] File data received: 1767424
[15:58:46]  [TCP] File data received: 1769472
[15:58:46]  [TCP] File data received: 1771520
[15:58:46]  [TCP] File data received: 1773568
[15:58:46]  [TCP] File data received: 1775616
[15:58:46]  [TCP] File data received: 1777664
[15:58:46]  [TCP] File data received: 1779712
[15:58:46]  [TCP] File data received: 1781760
[15:58:46]  [TCP] File data received: 1783808
[15:58:46]  [TCP] File data received: 1785856
[15:58:46]  [TCP] File data received: 1787904
[15:58:46]  [TCP] File data received: 1789952
[15:58:46]  [TCP] File data received: 1792000
[15:58:46]  [TCP] File data received: 1794048
[15:58:46]  [TCP] File data received: 1796096
[15:58:46]  [TCP] File data received: 1798144
[15:58:46]  [TCP] File data received: 1800192
[15:58:46]  [TCP] File data received: 1802240
[15:58:46]  [TCP] File data received: 1804288
[15:58:46]  [TCP] File data received: 1806336
[15:58:46]  [TCP] File data received: 1808384
[15:58:46]  [TCP] File data received: 1810432
[15:58:46]  [TCP] File data received: 1812480
[15:58:46]  [TCP] File data received: 1814528
[15:58:46]  [TCP] File data received: 1816576
[15:58:46]  [TCP] File data received: 1818624
[15:58:46]  [TCP] File data received: 1820672
[15:58:46]  [TCP] File data received: 1822720
[15:58:46]  [TCP] File data received: 1824768
[15:58:46]  [TCP] File data received: 1826816
[15:58:46]  [TCP] File data received: 1828864
